No,Name,Dex. No.,Type,HP,Atk,Def,Sp. Atk,Sp. Def,Spd,Total,Abilities,Banned,Viable,Mythical,Restricted,SWSH Dex,Forms,Tiering
363,Mawile,303,Steel Fairy,50,85,85,55,55,50,380,Hyper Cutter Intimidate Sheer Force,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
364,Aron,304,Steel Rock,50,70,100,40,40,30,330,Sturdy Rock Head Heavy Metal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
365,Lairon,305,Steel Rock,60,90,140,50,50,40,430,Sturdy Rock Head Heavy Metal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
366,Aggron-Mega,306,Steel Rock,70,140,230,60,80,50,630,Filter,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,11 points
367,Aggron,306,Steel Rock,70,110,180,60,60,50,530,Sturdy Rock Head Heavy Metal,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
368,Meditite,307,Fighting Psychic,30,40,55,40,55,60,280,Pure Power  Telepathy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
369,Medicham-Mega,308,Fighting Psychic,60,100,85,80,85,100,510,Pure Power,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,16 points
370,Medicham,308,Fighting Psychic,60,60,75,60,75,80,410,Pure Power  Telepathy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5 points
371,Electrike,309,Electric,40,45,40,65,40,65,295,Static Lightning Rod Minus,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
372,Manectric-Mega,310,Electric,70,75,80,135,80,135,575,Intimidate,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,5 points
373,Manectric,310,Electric,70,75,60,105,60,105,475,Static Lightning Rod Minus,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
374,Plusle,311,Electric,60,50,40,85,75,95,405,Plus  Lightning Rod,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
375,Minun,312,Electric,60,40,50,75,85,95,405,Minus  Volt Absorb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
376,Volbeat,313,Bug,65,73,75,47,85,85,430,Illuminate Swarm Prankster,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
377,Illumise,314,Bug,65,47,75,73,85,85,430,Oblivious Tinted Lens Prankster,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
378,Roselia,315,Grass Poison,50,60,45,100,80,65,400,Natural Cure Poison Point Leaf Guard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3 points
379,Gulpin,316,Poison,70,43,53,43,53,40,302,Liquid Ooze Sticky Hold Gluttony,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
380,Swalot,317,Poison,100,73,83,73,83,55,467,Liquid Ooze Sticky Hold Gluttony,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
381,Carvanha,318,Water Dark,45,90,20,65,20,65,305,Rough Skin  Speed Boost,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
382,Sharpedo-Mega,319,Water Dark,70,140,70,110,65,105,560,Strong Jaw,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,9 points
383,Sharpedo,319,Water Dark,70,120,40,95,40,95,460,Rough Skin  Speed Boost,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
384,Wailmer,320,Water,130,70,35,70,35,60,400,Water Veil Oblivious Pressure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
385,Wailord,321,Water,170,90,45,90,45,60,500,Water Veil Oblivious Pressure,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
386,Numel,322,Fire Ground,60,60,40,65,45,35,305,Oblivious Simple Own Tempo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
387,Camerupt,323,Fire Ground,70,100,70,105,75,40,460,Magma Armor Solid Rock Anger Point,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
388,Camerupt-Mega,323,Fire Ground,70,120,100,145,105,20,560,Sheer Force,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4 points
389,Torkoal,324,Fire,70,85,140,85,70,20,470,White Smoke Drought Shell Armor,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
390,Spoink,325,Psychic,60,25,35,70,80,60,330,Thick Fat Own Tempo Gluttony,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
391,Grumpig,326,Psychic,80,45,65,90,110,80,470,Thick Fat Own Tempo Gluttony,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
392,Spinda,327,Normal,60,60,60,60,60,60,360,Own Tempo Tangled Feet Contrary,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
393,Trapinch,328,Ground,45,100,45,45,45,10,290,Hyper Cutter Arena Trap Sheer Force,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
394,Vibrava,329,Ground Dragon,50,70,50,50,50,70,340,Levitate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
395,Flygon,330,Ground Dragon,80,100,80,80,80,100,520,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,7 points
396,Cacnea,331,Grass,50,85,40,85,40,35,335,Sand Veil  Water Absorb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
397,Cacturne,332,Grass Dark,70,115,60,115,60,55,475,Sand Veil  Water Absorb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
398,Swablu,333,Normal Flying,45,40,60,40,75,50,310,Natural Cure  Cloud Nine,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
399,Altaria-Mega,334,Dragon Fairy,75,110,110,110,105,80,590,Pixilate,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,11 points
400,Altaria,334,Dragon Flying,75,70,90,70,105,80,490,Natural Cure  Cloud Nine,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
401,Zangoose,335,Normal,73,115,60,60,60,90,458,Immunity  Toxic Boost,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
402,Seviper,336,Poison,73,100,60,100,60,65,458,Shed Skin  Infiltrator,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
403,Lunatone,337,Rock Psychic,90,55,65,95,85,70,460,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
404,Solrock,338,Rock Psychic,90,95,85,55,65,70,460,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
405,Barboach,339,Water Ground,50,48,43,46,41,60,288,Oblivious Anticipation Hydration,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
406,Whiscash,340,Water Ground,110,78,73,76,71,60,468,Oblivious Anticipation Hydration,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
407,Corphish,341,Water,43,80,65,50,35,35,308,Hyper Cutter Shell Armor Adaptability,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
408,Crawdaunt,342,Water,63,120,85,90,55,55,468,Hyper Cutter Shell Armor Adaptability,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
409,Baltoy,343,Ground Psychic,40,40,55,40,70,55,300,Levitate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
410,Claydol,344,Ground Psychic,60,70,105,70,120,75,500,Levitate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
411,Lileep,345,Rock Grass,66,41,77,61,87,23,355,Suction Cups  Storm Drain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
412,Cradily,346,Rock Grass,86,81,97,81,107,43,495,Suction Cups  Storm Drain,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
413,Anorith,347,Rock Bug,45,95,50,40,50,75,355,Battle Armor  Swift Swim,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
414,Armaldo,348,Rock Bug,75,125,100,70,80,45,495,Battle Armor  Swift Swim,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
415,Feebas,349,Water,20,15,20,10,55,80,200,Swift Swim Oblivious Adaptability,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
416,Milotic,350,Water,95,60,79,100,125,81,540,Marvel Scale Competitive Cute Charm,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
417,Castform,351,Normal,70,70,70,70,70,70,420,Forecast,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
418,Kecleon,352,Normal,60,90,70,60,120,40,440,Color Change  Protean,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
419,Shuppet,353,Ghost,44,75,35,63,33,45,295,Insomnia Frisk Cursed Body,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
420,Banette-Mega,354,Ghost,64,165,75,93,83,75,555,Prankster,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,3 points
421,Banette,354,Ghost,64,115,65,83,63,65,455,Insomnia Frisk Cursed Body,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
422,Duskull,355,Ghost,20,40,90,30,90,25,295,Levitate  Frisk,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
423,Dusclops,356,Ghost,40,70,130,60,130,25,455,Levitate  Frisk,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
424,Tropius,357,Grass Flying,99,68,83,72,87,51,460,Chlorophyll Solar Power Harvest,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
425,Chimecho,358,Psychic,65,50,70,95,80,65,425,Levitate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
426,Absol-Mega,359,Dark,65,150,60,115,60,115,565,Magic Bounce,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,7 points
427,Absol,359,Dark,65,130,60,75,60,75,465,Pressure Super Luck Justified,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
428,Wynaut,360,Psychic,95,23,48,23,48,23,260,Shadow Tag  Telepathy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
429,Snorunt,361,Ice,50,50,50,50,50,50,300,Inner Focus Ice Body Moody,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
430,Glalie-Mega,362,Ice,80,120,80,120,80,100,580,Refrigerate,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6 points
431,Glalie,362,Ice,80,80,80,80,80,80,480,Inner Focus Ice Body Moody,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
432,Spheal,363,Ice Water,70,40,50,55,50,25,290,Thick Fat Ice Body Oblivious,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
433,Sealeo,364,Ice Water,90,60,70,75,70,45,410,Thick Fat Ice Body Oblivious,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
434,Walrein,365,Ice Water,110,80,90,95,90,65,530,Thick Fat Ice Body Oblivious,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
435,Clamperl,366,Water,35,64,85,74,55,32,345,Shell Armor  Rattled,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
436,Huntail,367,Water,55,104,105,94,75,52,485,Swift Swim  Water Veil,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
437,Gorebyss,368,Water,55,84,105,114,75,52,485,Swift Swim  Hydration,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
438,Relicanth,369,Water Rock,100,90,130,45,65,55,485,Swift Swim Rock Head Sturdy,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
439,Luvdisc,370,Water,43,30,55,40,65,97,330,Swift Swim  Hydration,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
440,Bagon,371,Dragon,45,75,60,40,30,50,300,Rock Head  Sheer Force,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
441,Shelgon,372,Dragon,65,95,100,60,50,50,420,Rock Head  Overcoat,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
442,Salamence,373,Dragon Flying,95,135,80,110,80,100,600,Intimidate  Moxie,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,12 points
443,Salamence-Mega,373,Dragon Flying,95,145,130,120,90,120,700,Aerilate,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
444,Beldum,374,Steel Psychic,40,55,80,35,60,30,300,Clear Body  Light Metal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
445,Metang,375,Steel Psychic,60,75,100,55,80,50,420,Clear Body  Light Metal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1 point
446,Metagross,376,Steel Psychic,80,135,130,95,90,70,600,Clear Body  Light Metal,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,11 points
447,Metagross-Mega,376,Steel Psychic,80,145,150,105,110,110,700,Tough Claws,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
448,Regirock,377,Rock,80,100,200,50,100,50,580,Clear Body  Sturdy,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
449,Regice,378,Ice,80,50,100,100,200,50,580,Clear Body  Ice Body,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
450,Registeel,379,Steel,80,75,150,75,150,50,580,Clear Body  Light Metal,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
451,Latias,380,Dragon Psychic,80,80,90,110,130,110,600,Levitate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,15 points
452,Latias-Mega,380,Dragon Psychic,80,100,120,140,150,110,700,Levitate,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
453,Latios,381,Dragon Psychic,80,90,80,130,110,110,600,Levitate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,16 points
454,Latios-Mega,381,Dragon Psychic,80,130,100,160,120,110,700,Levitate,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
455,Kyogre,382,Water,100,100,90,150,140,90,670,Drizzle,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
456,Kyogre-Primal,382,Water,100,150,90,180,160,90,770,Primordial Sea,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,17 points
457,Groudon,383,Ground,100,150,140,100,90,90,670,Drought,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
458,Groudon-Primal,383,Ground Fire,100,180,160,150,90,90,770,Desolate Land,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,17 points
459,Rayquaza,384,Dragon Flying,105,150,90,150,90,95,680,Air Lock,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,17 points
460,Rayquaza-Mega,384,Dragon Flying,105,180,100,180,100,115,780,Delta Stream,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
461,Jirachi,385,Steel Psychic,100,100,100,100,100,100,600,Serene Grace,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15 points
462,Deoxys-Speed,386,Psychic,50,95,90,95,90,180,600,Pressure,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,17 points
463,Deoxys-Attack,386,Psychic,50,180,20,180,20,150,600,Pressure,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,17 points
464,Deoxys,386,Psychic,50,150,50,150,50,150,600,Pressure,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17 points
465,Deoxys-Defense,386,Psychic,50,70,160,70,160,90,600,Pressure,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,13 points
466,Turtwig,387,Grass,55,68,64,45,55,31,318,Overgrow  Shell Armor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
467,Grotle,388,Grass,75,89,85,55,65,36,405,Overgrow  Shell Armor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1 point
468,Torterra,389,Grass Ground,95,109,105,75,85,56,525,Overgrow  Shell Armor,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
469,Chimchar,390,Fire,44,58,44,58,44,61,309,Blaze  Iron Fist,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
470,Monferno,391,Fire Fighting,64,78,52,78,52,81,405,Blaze  Iron Fist,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
471,Infernape,392,Fire Fighting,76,104,71,104,71,108,534,Blaze  Iron Fist,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14 points
472,Piplup,393,Water,53,51,53,61,56,40,314,Torrent  Defiant,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
473,Prinplup,394,Water,64,66,68,81,76,50,405,Torrent  Defiant,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
474,Empoleon,395,Water Steel,84,86,88,111,101,60,530,Torrent  Defiant,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9 points
475,Starly,396,Normal Flying,40,55,30,30,30,60,245,Keen Eye  Reckless,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
476,Staravia,397,Normal Flying,55,75,50,40,40,80,340,Intimidate  Reckless,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
477,Staraptor,398,Normal Flying,85,120,70,50,60,100,485,Intimidate  Reckless,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10 points
478,Bidoof,399,Normal,59,45,40,35,40,31,250,Simple Unaware Moody,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
479,Bibarel,400,Normal Water,79,85,60,55,60,71,410,Simple Unaware Moody,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
480,Kricketot,401,Bug,37,25,41,25,41,25,194,Shed Skin  Run Away,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
481,Kricketune,402,Bug,77,85,51,55,51,65,384,Swarm  Technician,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
482,Shinx,403,Electric,45,65,34,40,34,45,263,Rivalry Intimidate Guts,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
483,Luxio,404,Electric,60,85,49,60,49,60,363,Rivalry Intimidate Guts,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
484,Luxray,405,Electric,80,120,79,95,79,70,523,Rivalry Intimidate Guts,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
485,Budew,406,Grass Poison,40,30,35,50,70,55,280,Natural Cure Poison Point Leaf Guard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
486,Roserade,407,Grass Poison,60,70,65,125,105,90,515,Natural Cure Poison Point Technician,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
487,Cranidos,408,Rock,67,125,40,30,30,58,350,Mold Breaker  Sheer Force,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
488,Rampardos,409,Rock,97,165,60,65,50,58,495,Mold Breaker  Sheer Force,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 point
489,Shieldon,410,Rock Steel,30,42,118,42,88,30,350,Sturdy  Soundproof,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
490,Bastiodon,411,Rock Steel,60,52,168,47,138,30,495,Sturdy  Soundproof,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
491,Burmy,412,Bug,40,29,45,29,45,36,224,Shed Skin  Overcoat,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
492,Wormadam-Plant,413,Bug Grass,60,59,85,79,105,36,424,Anticipation  Overcoat,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
493,Wormadam-Sandy,413,Bug Ground,60,79,105,59,85,36,424,Anticipation  Overcoat,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
494,Wormadam-Trash,413,Bug Steel,60,69,95,69,95,36,424,Anticipation  Overcoat,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,
495,Mothim,414,Bug Flying,70,94,50,94,50,66,424,Swarm  Tinted Lens,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
496,Combee,415,Bug Flying,30,30,42,30,42,70,244,Honey Gather  Hustle,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
497,Vespiquen,416,Bug Flying,70,80,102,80,102,40,474,Pressure  Unnerve,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1 point
498,Pachirisu,417,Electric,60,45,70,45,90,95,405,Run Away Pickup Volt Absorb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
499,Buizel,418,Water,55,65,35,60,30,85,330,Swift Swim  Water Veil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
500,Floatzel,419,Water,85,105,55,85,50,115,495,Swift Swim  Water Veil,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3 points
501,Cherubi,420,Grass,45,35,45,62,53,35,275,Chlorophyll,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
502,Cherrim,421,Grass,70,60,70,87,78,85,450,Flower Gift,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
503,Shellos,422,Water,76,48,48,57,62,34,325,Sticky Hold Storm Drain Sand Force,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
504,Gastrodon,423,Water Ground,111,83,68,92,82,39,475,Sticky Hold Storm Drain Sand Force,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
505,Ambipom,424,Normal,75,100,66,60,66,115,482,Technician Pickup Skill Link,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4 points
506,Drifloon,425,Ghost Flying,90,50,34,60,44,70,348,Aftermath Unburden Flare Boost,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
507,Drifblim,426,Ghost Flying,150,80,44,90,54,80,498,Aftermath Unburden Flare Boost,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
508,Buneary,427,Normal,55,66,44,44,56,85,350,Run Away Klutz Limber,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
509,Lopunny-Mega,428,Normal Fighting,65,136,94,54,96,135,580,Scrappy,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
510,Lopunny,428,Normal,65,76,84,54,96,105,480,Cute Charm Klutz Limber,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
511,Mismagius,429,Ghost,60,60,60,105,105,105,495,Levitate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5 points
512,Honchkrow,430,Dark Flying,100,125,52,105,52,71,505,Insomnia Super Luck Moxie,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4 points
513,Glameow,431,Normal,49,55,42,42,37,85,310,Limber Own Tempo Keen Eye,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
514,Purugly,432,Normal,71,82,64,64,59,112,452,Thick Fat Own Tempo Defiant,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
515,Chingling,433,Psychic,45,30,50,65,50,45,285,Levitate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
516,Stunky,434,Poison Dark,63,63,47,41,41,74,329,Stench Aftermath Keen Eye,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
517,Skuntank,435,Poison Dark,103,93,67,71,61,84,479,Stench Aftermath Keen Eye,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
518,Bronzor,436,Steel Psychic,57,24,86,24,86,23,300,Levitate Heatproof Heavy Metal,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
519,Bronzong,437,Steel Psychic,67,89,116,79,116,33,500,Levitate Heatproof Heavy Metal,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
520,Bonsly,438,Rock,50,80,95,10,45,10,290,Sturdy Rock Head Rattled,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
521,Mime Jr.,439,Psychic Fairy,20,25,45,70,90,60,310,Soundproof Filter Technician,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
522,Happiny,440,Normal,100,5,5,15,65,30,220,Natural Cure Serene Grace Friend Guard,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
523,Chatot,441,Normal Flying,76,65,45,92,42,91,411,Keen Eye Tangled Feet Big Pecks,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2 points
524,Spiritomb,442,Ghost Dark,50,92,108,92,108,35,485,Pressure  Infiltrator,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2 points
525,Gible,443,Dragon Ground,58,70,45,40,45,42,300,Sand Veil  Rough Skin,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
526,Gabite,444,Dragon Ground,68,90,65,50,55,82,410,Sand Veil  Rough Skin,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
527,Garchomp,445,Dragon Ground,108,130,95,80,85,102,600,Sand Veil  Rough Skin,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,17 points
528,Garchomp-Mega,445,Dragon Ground,108,170,115,120,95,92,700,Sand Force,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,15 points
529,Munchlax,446,Normal,135,85,40,40,85,5,390,Pickup Thick Fat Gluttony,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1 point
530,Riolu,447,Fighting,40,70,40,35,40,60,285,Steadfast Inner Focus Prankster,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
531,Lucario,448,Fighting Steel,70,110,70,115,70,90,525,Steadfast Inner Focus Prankster,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10 points
532,Lucario-Mega,448,Fighting Steel,70,145,88,140,70,112,625,Adaptability,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,17 points
533,Hippopotas,449,Ground,68,72,78,38,42,32,330,Sand Stream  Sand Force,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1 point
534,Hippowdon,450,Ground,108,112,118,68,72,47,525,Sand Stream  Sand Force,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13 points
535,Skorupi,451,Poison Bug,40,50,90,30,55,65,330,Battle Armor Sniper Keen Eye,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
536,Drapion,452,Poison Dark,70,90,110,60,75,95,500,Battle Armor Sniper Keen Eye,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8 points
537,Croagunk,453,Poison Fighting,48,61,40,61,40,50,300,Anticipation Dry Skin Poison Touch,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
538,Toxicroak,454,Poison Fighting,83,106,65,86,65,85,490,Anticipation Dry Skin Poison Touch,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,6 points
539,Carnivine,455,Grass,74,100,72,90,72,46,454,Levitate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
540,Finneon,456,Water,49,49,56,49,61,66,330,Swift Swim Storm Drain Water Veil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
541,Lumineon,457,Water,69,69,76,69,86,91,460,Swift Swim Storm Drain Water Veil,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
542,Mantyke,458,Water Flying,45,20,50,60,120,50,345,Swift Swim Water Absorb Water Veil,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
543,Snover,459,Grass Ice,60,62,50,62,60,40,334,Snow Warning  Soundproof,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
544,Abomasnow-Mega,460,Grass Ice,90,132,105,132,105,30,594,Snow Warning,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,4 points
545,Abomasnow,460,Grass Ice,90,92,75,92,85,60,494,Snow Warning  Soundproof,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3 points
546,Weavile,461,Dark Ice,70,120,65,45,85,125,510,Pressure  Pickpocket,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15 points
547,Magnezone,462,Electric Steel,70,70,115,130,90,60,535,Magnet Pull Sturdy Analytic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,9 points
